title,price,area,location,district,floor,room,bedroom,bathroom,livingroom,kitchen,parking,link
"House for sale at Fulbari tole, Itahari-08, Sunsari","Rs.8,200,000",sq m9 dhur,"Fulbari Tole, Itahari-08, Sunsari",Sunsari,1,6,4,2,,,1,https://99aana.com/property/house-for-sale-at-fulbari-tole-itahari-08-sunsari-7077/
"House for sale at Thankot, Chandragiri, Kathmandu","Rs.15,000,000",sq m0-3-0-0,"Thankot, Chandragiri, Kathmandu",Kathmandu,2.5,7,4,3,,1,1,https://99aana.com/property/house-for-sale-at-thankot-chandragiri-kathmandu-7051/
"House for sale at Hattigauda, Budhanilkantha, Kathmandu","Rs.23,000,000",sq m0-3-0-0,"Hattigauda, Buddhanilkantha, Kathmandu",Kathmandu,2.5,7,4,4,,1,1,https://99aana.com/property/house-for-sale-at-hattigauda-budhanilkantha-kathmandu-7053/
"House for sale at Sano Thali, Bhaktapur","Rs.15,000,000",sq m0-3-0-0,"Sano Thali, Bhaktapur",Bhaktapur,2.5,8,4,3,,2,1,https://99aana.com/property/house-for-sale-at-sano-thali-bhaktapur-7036/
"House for sale at Sundar Basti, Budhanilkantha, Kathmandu","Rs.17,000,000",sq m0-2-3-0,"Sundar Basti, Budhanilkantha, Kathmandu",Kathmandu,2.5,9,,3,,,1,https://99aana.com/property/house-for-sale-at-sundar-basti-budhanilkantha-kathmandu-7038/
"House for sale at Chunikhel, Budhanilkantha, Kathmandu","Rs.16,000,000",sq m0-3-2-0,"Chunikhel, Budhanilkantha, Kathmandu",Kathmandu,2.5,8,4,3,,1,1,https://99aana.com/property/house-for-sale-at-chunikhel-budhanilkantha-kathmandu-7022/
"House for sale at Imadol, Lalitpur","Rs.16,500,000",sq m0-2-3-2,"Imadol, Lalitpur",Lalitpur,2.5,8,5,3,,,1,https://99aana.com/property/house-for-sale-at-imadol-lalitpur-7021/
"House for sale at Gothatar Height, Kathmandu","Rs.17,700,000",sq m0-3-0-0,"Gothatar height, Kathmandu",Kathmandu,2.5,9,,3,,,1,https://99aana.com/property/house-for-sale-at-gothatar-height-kathmandu-7027/
"House for sale at TiKathali, Lalitpur","Rs.15,500,000",sq m0-3-1-0,"TiKathali, Lalitpur",Lalitpur,2.5,8,,3,,,1,https://99aana.com/property/house-for-sale-at-tiKathali-lalitpur-7025/
"House for sale at Budhanilkantha, Kathmandu",Rs. 1 core 27 Lakh,sq m0-2-2-0,"Budhanilkantha, Kathmandu",Kathmandu,2.5,10,4,3,,,1,https://99aana.com/property/house-for-sale-at-budhanilkantha-kathmandu-7031/
"House for Sale at Bansbari, Kathmandu",Rs. 5 crore 75 lakh,sq m0-10-2-0,"Bansbari, Kathmandu",Kathmandu,2.5,11,5,5,,,1,https://99aana.com/property/house-for-sale-at-bansbari-kathmandu-7030/
"House for Sale at Bhimsengola, Kathmandu",Rs. 1 crores 60 lakh.,sq m0-3-2-0,"Bhimsengola, Kathmandu",Kathmandu,2.5,18,12,6,,,1,https://99aana.com/property/house-for-sale-at-bhimsengola-kathmandu-7029/
"House for sale at Golfutar height, Budhanilkantha, Kathmandu","Rs.27,500,000",sq m0-4-0-0,"Golfutar height, Budhanilkantha, Kathmandu",Kathmandu,2.5,9,,3,,,1,https://99aana.com/property/house-for-sale-at-golfutar-height-budhanilkantha-kathmandu-7026/
"House for sale at Chabahil, Kathmandu","Rs.40,000,000",sq m0-4-0-0,"Chabahil, Kathmandu",Kathmandu,3.5,18,7,4,,,1,https://99aana.com/property/house-for-sale-at-chabahil-kathmandu-7010/
"House for Sale at Kadaghari, Kathmandu",Rs. 1 crore 50 Lakh,sq m0-2-2-0,"Kadaghari, Kathmandu",Kathmandu,2.5,9,3,3,,,1,https://99aana.com/property/house-for-sale-at-kadaghari-kathmandu-7013/
"House for rent at Banasthali-Balaju, Kathmandu","Rs.80,000",sq m0-6-0-0,"Banasthali-Balaju, Kathmandu",Kathmandu,2.5,9,5,3,,,,https://99aana.com/property/house-for-rent-at-banasthali-balaju-kathmandu-7003/
"House for Sale at Basundhara, Kathmandu",Rs. 4 crore 50 Lakh,sq m0-8-0-0,"Basundhara, Kathmandu",Kathmandu,3.5,13,8,3,,,1,https://99aana.com/property/flat-for-rent-at-basundhara-kathmandu-7000/
"House for Sale at Harisiddhi, Lalitpur",Rs. 3 crore 60 Lakh,sq m0-5-3-0,"Harisiddhi, Lalitpur",Lalitpur,4.5,16,8,4,,,,https://99aana.com/property/house-for-sale-at-harisiddhi-lalitpur-6999/
"House for sale at Sukedhara, Kathmandu","Rs.26,500,000",sq m0-4-0-0,"Sukedhara, Kathmandu",Kathmandu,2.5,9,5,3,,2,1,https://99aana.com/property/house-for-sale-at-sukedhara-kathmandu-6989/
"House for sale at Nepalgunj, Banke","Rs.20,000,000",sq m1 Katha,"Nepalgunj, Banke",Banke,2,8,5,2,,2,1,https://99aana.com/property/house-for-sale-at-nepalgunj-banke-6988/
"House for sale at Imadol, Mahalaxmi, Lalitpur","Rs.11,300,000",sq m0-3-0-0,"Imadol, Mahalaxmi, Lalitpur",Lalitpur,1,4,2,2,,1,1,https://99aana.com/property/house-for-sale-at-imadol-mahalaxmi-lalitpur-6987/
"House for Sale at Duwakot, Bhaktapur",Rs. 1 crore 50 lakh,sq m0-3-0-0,"Duwakot, Bhaktapur",Bhaktapur,2.5,8,5,3,,,1,https://99aana.com/property/house-for-sale-at-duwakot-bhaktapur-6974/
"House for sale at Imadol, Mahalaxmi, Lalitpur","Rs.20,500,000",sq m0-3-0-0,"Imadol, Mahalaxmi, Lalitpur",Lalitpur,3,8,4,3,,2,1,https://99aana.com/property/house-for-sale-at-imadol-mahalaxmi-lalitpur-6985/
"House for sale at Satungal, Chandragiri-10, Kathmandu","Rs.14,500,000",sq m0-3-0-0,"Satungal, Chandragiri-10, Kathmandu",Kathmandu,2.5,8,4,2,,2,1,https://99aana.com/property/house-for-sale-at-satungal-chandragiri-10-kathmandu-6975/
"House for Sale at Sanepa, Lalitpur",Rs. 85 Lakh,sq m0-1-0-0,"Sanepa, Lalitpur",Lalitpur,2.5,8,4,2,,1,1,https://99aana.com/property/house-for-sale-at-sanepa-lalitpur-6945/
"House for Sale at Gothatar, Kathmandu",Rs. 2 crore 25 Lakh,sq m0-5-2-0,"Gothatar, Kathmandu",Kathmandu,2.5,7,4,2,,,1,https://99aana.com/property/house-for-sale-at-gothatar-kathmandu-6944/
"House for sale at Kapan, Kathmandu",Rs 2 crore 80 lakh,sq m0-4-0-0,"Kapan, Kathamandu",Kathamandu,2.5,11,,,,,1,https://99aana.com/property/house-for-sale-at-kapan-kathmandu-6968/
"House for sale at Chandragiri-13, Kathmandu","Rs.8,500,000",sq m0-3-1-0,"Chandragiri-13, Kathmandu",Kathmandu,1,4,2,1,,1,1,https://99aana.com/property/house-for-sale-at-chandragiri-13-kathmandu-6946/
"House for sale at Kapan, Kathmandu",Rs 2 crore 40 lakh,sq m0-3-3-1,"Kapan, Kathmandu",Kathmandu,2.5,12,6,5,,,1,https://99aana.com/property/house-for-sale-at-kapan-kathmandu-6960/
"House for sale at Nayabazar, Kathmandu",Rs 2 crore 90 lakh,sq m0-2-3-1,"Nayabazar, Kathmandu",Kathmandu,3.5,10,7,4,,,1,https://99aana.com/property/house-for-sale-at-nayabazar-kathmandu-6958/
"House for sale at Bharatpur, Chitwan",Rs 1 Crore 40 Lakh,sq m13 dhur,"Bharatpur, Chitwan",Chitwan,2.5,10,,,,,1,https://99aana.com/property/house-for-sale-at-bharatpur-chitwan-6961/
"House for sale at Thankot, Kathmandu",Rs 1 crore 5 lakh,sq m0-2-2-0,"Thankot, Kathmandu",Kathmandu,2.5,,,,,,1,https://99aana.com/property/house-for-sale-at-thankot-kathmandu-6959/
"House for sale at Ramkot, Kathmandu",Rs 1 crore 30 lakh,sq m0-3-2-0,"Ramkot, Sitapaila",Sitapaila,2.5,7,,,,,1,https://99aana.com/property/house-for-sale-at-ramkot-kathmandu-6957/
"House for sale at Dhobighat, Lalitpur",Rs 8 crore 30 lakh,sq m0-9-3-0,"Dhobighat, Ringroad",Ringroad,2,,,,,,1,https://99aana.com/property/house-for-sale-at-dhobighat-lalitpur-6956/
"House for sale at Naikap, Kathmandu",Rs 1 crore 80 lakh,sq m0-3-0-0,"Naikap, Kathmandu",Kathmandu,2.5,9,,,,,1,https://99aana.com/property/house-for-sale-at-naikap-kathmandu-6939/
"House for sale at Manamaiju, Kathmandu",Rs. 3 crore 50 lakh,sq m5.61 aana,"Manamaiju, Kathmandu",Kathmandu,5.5,26,12,7,,,1,https://99aana.com/property/house-for-sale-at-balaju-kathmandu-6917/
"House for sale at Ekantakuna, Lalitpur",Rs. 2 crore 21 lakh,sq m0-3-0-0,"Ekantakuna, Lalitpur",Lalitpur,2.5,7,3,2,,1,1,https://99aana.com/property/house-for-sale-at-ekantakuna-lalitpur/
"House for sale at Bode, Bhaktapur",Rs 1 crore 45 lakh,sq m0-4-0-0,"Bode, Bhaktapur",Bhaktapur,2.5,10,,,,,1,https://99aana.com/property/house-for-sale-at-bode-bhaktapur-6938/
"House for sale at Setipakha, Lalitpur","Rs.21,500,000",sq m0-4-0-0,"Setipakha, Lalitpur",Lalitpur,3,16,7,4,,3,1,https://99aana.com/property/house-for-sale-at-setipakha-lalitpur-6921/
"House for sale at Thali, Kathmandu",Netotiable,sq m0-2-2-0,"Thali, Kathmandu",Kathmandu,2.5,7,,,,,1,https://99aana.com/property/house-for-sale-at-thali-kathmandu-6930/
"House for sale at Goldhunga, Kathmandu",1 crore 65 lakh,sq m0-4-1-0,"Goldhunga, Kathmandu",Kathmandu,2.5,11,6,3,,,1,https://99aana.com/property/house-for-sale-at-goldhunga-kathmandu-6915/
"House for sale at Kamane, Hetauda-07, Makwanpur","Rs.4,500,000",sq m8.5 dhur,"Kamane, Hetauda-07, Makwanpur",Makwanpur,1,4,2,1,,1,1,https://99aana.com/property/house-for-sale-at-kamane-hetauda-07-makwanpur-6908/
"House for sale at Sundarharaicha, Morang",35 lakh,sq m11 dhur,"Sundarharaicha, Morang",Morang,1,3,,,,,1,https://99aana.com/property/house-for-sale-at-sundarharaicha-morang-6909/
"House for sale at Lubhu, Lalitpur",1 crore 30 lakh,sq m0-3-3-0,"Lubhu, Lalitpur",Lalitpur,2.5,9,,,,,1,https://99aana.com/property/house-for-sale-at-lubhu-lalitpur-6913/
"House for sale at Bharatpur, Chitwan",1 crore 80 lakh,sq m8.5 dhur,"Bharatpur, Chitwan",Chitwan,3,10,,,,,1,https://99aana.com/property/house-for-sale-at-bharatpur-chitwan-6912/
"House for sale at Kapan, Kathmandu",1 crore 20 lakh,sq m0-2-2-0,"Kapan, Kathmandu",Kathmandu,3,7,,,,,1,https://99aana.com/property/house-for-sale-at-kapan-kathmandu-6911/
"House for sale at Itahari, Sunsari",45 lakh,sq m5 dhur,"Itahari, Sunsari",Sunsari,1.5,4,2,,,,1,https://99aana.com/property/house-for-sale-at-itahari-sunsari-6910/
"House for sale at Gokarna, Kathmandu",1 crore 75 lakh,sq m0-3-1-0,"Gokarna, Kathmandu",Kathmandu,1,9,,1,,,1,https://99aana.com/property/house-for-sale-at-gokarna-kathmandu-6900/
"House for sale at Kapan, Kathamandu",1 crore 45 lakh,sq m0-5-0-0,"Kapan, Kathmandu",Kathmandu,1.5,4,,,,,1,https://99aana.com/property/house-for-sale-at-kapan-Kathamandu-6901/
"House for sale at Bode, Bhaktapur",95 lakh,sq m0-3-1-1,"Bode, Bhaktapur",Bhaktapur,1,3,,,,,1,https://99aana.com/property/house-for-sale-at-bode-bhaktapur-6902/
"House for sale at Swoyambhu, Kathmandu",1 crore 60 lakh,sq m0-2-2-0,"Swoyambhu, Kathmandu",Kathmandu,2.5,8,,,,,1,https://99aana.com/property/house-for-sale-at-swoyambhu-kathmandu-6899/
"House for sale at Lubhu, Lalitpur",1 crore 5 lakh,sq m0-4-1-0,"Lubhu, Lalitpur",Lalitpur,1,,,,,,1,https://99aana.com/property/house-for-sale-at-lubhu-lalitpur-6898/
"House for sale at Sundarpur-06, Morang",Rs. 2 crore 40 Lakh,sq m16 dhur,"Sundarpur-06, Morang",Morang,3,15,,,,,1,https://99aana.com/property/house-for-sale-at-sundarpur-06-morang-6869/
"House for sale at Bauddha, Kathmandu",2 crore 20 lakh,sq m0-3-2-0,"Bauddha, Kathmandu",Kathmandu,1,6,,4,,,1,https://99aana.com/property/house-for-sale-at-bauddha-kathmandu-6883/
"House for sale at Changathali, Lalitpur",1 Crore 25 Lakh,sq m0-4-0-0,"Changathali, Bhaktapur",Bhaktapur,1,4,,,,,1,https://99aana.com/property/house-for-sale-at-changathali-lalitpur-6882/
"House for sale at Ranibari, Samakhusi, Kathmandu","Rs.44,500,000",sq m0-6-0-0,"Ranibari, Samakhusi, Kathmandu",Kathmandu,2.5,12,7,4,, 2,,https://99aana.com/property/house-for-sale-at-ranibari-samakhusi-kathmandu-6874/
"House for sale at Balaju, Kathmandu",50 lakh (negotiable),sq m0-2-2-0,"Balaju, Kathmandu",Kathmandu,3,7,,,,,1,https://99aana.com/property/house-for-sale-at-balaju-kathmandu-6867/
"House for sale at Ananda Tole, Tandi, Ratnanagar-04, Chitwan","Rs.7,000,000",sq m13 dhur,"Ananda Tole, Tandi, Ratnanagar-04, Chitwan",Chitwan,2,7,4,2,,1,1,https://99aana.com/property/house-for-sale-at-ananda-tole-tandi-ratnanagar-04-chitwan-6856/
"House for sale at Kalanki, Kathmandu",negotiable,sq m0-3-2-0,"Kalanki, Kathmandu",Kathmandu,1.5,4,,,,,1,https://99aana.com/property/house-for-sale-at-kalanki-kathmandu-6866/
"House for sale at Nakhipot, Lalitpur",Rs. 1 crore 30 lakh,sq m0-3-0-0,"Nakhipot, Lalitpur",Lalitpur,1,4,2,1,,1,1,https://99aana.com/property/house-for-sale-at-nakhipot-lalitpur-6854/
"House for sale at Kirtipur, Kathmandu",1 crore 10 lakh,sq m0-10-0-0,"Kirtipur, Kathmandu",Kathmandu,1.5,4,,,,,1,https://99aana.com/property/house-for-sale-at-kirtipur-kathmandu-6865/
"House for sale at Kapan, Kathmandu",1 crore 35 lakh,sq m0-3-3-0,"Kapan, Kathmandu",Kathmandu,1,4,,,,,1,https://99aana.com/property/house-for-sale-at-kapan-kathmandu-6851/
"House for Sale at Tahachal, Bebashahik Galli, Kathmandu",Rs. 2 crore 25 lakh,sq m0-4-2-0,"Tahachal, Bebashahik Galli, Kathmandu Mahanagarpalika-13",Mahanagarpalika-13,m0-4-2-0Rooms9Bedrooms6Bathrooms3DescriptionDescription4,9,6,3,,,1,https://99aana.com/property/house-for-sale-at-tahachal-bebashahik-galli-kathmandu-mahanagarpalika-6835/
"House for sale at Milan Tole, Changunarayan Nagarpalika-2, Bhaktapur",Rs. 2 crore 40 lakh,sq m0-5-0-2,"Milan Tole, Changunarayan, Bhaktapur",Bhaktapur,:3,15,6,6,,,1,https://99aana.com/property/house-for-sale-at-milan-tole-changunarayan-nagarpalika-2-bhaktapur-6834/
"House for sale at Ringroad, Tokha-07, Kathmandu","Rs.50,500,000",sq m0-9-2-0,"Ringroad, Tokha-07, Kathmandu",Kathmandu,2.5,9,6,4,,,,https://99aana.com/property/house-for-sale-at-ringroad-tokha-07-kathmandu-6837/
"House for sale at Gondrang, Bharatpur",94 lakh,sq m10 dhur,"Gondrang, Bharatpur",Bharatpur,1,5,2,1,,,1,https://99aana.com/property/house-for-sale-at-gondrang-bharatpur-6848/
"House for sale at Nayabasti, Boudha, Kathmandu","Rs.19,000,000",sq m0-3-0-0,"Nayabasti, Boudha, Kathmandu",Kathmandu,3.5,13,7,4,,3,1,https://99aana.com/property/house-for-sale-at-nayabasti-boudha-kathmandu-6839/
"House for sale at Manjariya, Rupandehi",30 lakh,sq m5 dhur,"Manjariya, Rupandehi",Rupandehi,1,4,,,,,1,https://99aana.com/property/house-for-sale-at-manjariya-rupandehi-6846/
"House for sale at Tintoliya, Biratnagar",1 crore 5 lakh,sq m15 dhur,"Tintoliya, Biratnagar",Biratnagar,2,,,,,,1,https://99aana.com/property/house-for-sale-at-tintoliya-biratnagar-6847/
"House for sale at Sainamaina, Rupandehi",90 lakh,sq m7.5 dhur,"Sainamaina, Rupendehi",Rupendehi,1.5,,,,,,1,https://99aana.com/property/house-for-sale-at-sainamaina-rupandehi-6832/
"House for sale at Budhanilkantha, Kathmandu",1 crore 30 lakh (negotiable),sq m0-3-0-0,"Budhanilkantha, Kathmandu",Kathmandu,1,,,,,,1,https://99aana.com/property/house-for-sale-at-budhanilkantha-kathmandu-6830/
"House for sale at Simaltar, Hetauda",17 lakh,sq m7 dhur,"Simaltar, Hetauda",Hetauda,1,,,,,,1,https://99aana.com/property/house-for-sale-at-simaltar-hetauda-6829/
"House for Sale at Golfutar, Kathmandu",Rs. 3 crore 65 lakh,sq m0-4-0-0,"Golfutar, Kathmandu",Kathmandu,2.5,12,6,5,,,,https://99aana.com/property/house-for-sale-at-golfutar-kathmandu-6813/
"House for sale at Imadol, Mahalaxmi, Lalitpur","Rs.15,500,000",sq m0-2-2-0,"Imadol, Mahalaxmi, Lalitpur",Lalitpur,2.5,7,4,3,,1,1,https://99aana.com/property/house-for-sale-at-imadol-mahalaxmi-lalitpur-6817/
"House for sale at Chandragiri-04, Matatirtha, Kathmandu","Rs.26,000,000",sq m0-5-0-0,"Chandragiri-04, Matatirtha, Kathmandu",Kathmandu,2.5,9,5,4,,2,1,https://99aana.com/property/house-for-sale-at-chandragiri-04-matatirtha-kathmandu-6816/
"House for sale at Mulpani, Kathmandu","Rs.12,000,000",sq m0-2-0-1,"Mulpani, Kathmandu",Kathmandu,2.5,7,4,3,,2,1,https://99aana.com/property/house-for-sale-at-mulpani-kathmandu-6815/
"House for sale at Kalanki, Kathmandu",1 crore 75 lakh,sq m0-3-0-2,"Kalanki, Kathmandu",Kathmandu,2.5,,,,,,1,https://99aana.com/property/house-for-sale-at-kalanki-kathmandu-6826/
"House for sale at Imadol, Lalitpur",1 crore 40 lakh,sq m0-2-2-0,"Imadole, Lalitpur",Lalitpur,2.5,,,,,,1,https://99aana.com/property/house-for-sale-at-imadol-lalitpur-6825/
"House for Sale at Sitapaila, Kathmandu",Rs. 2 crore 75 lakh,sq m0-6-0-0,"Sitapaila, Kathmandu",Kathmandu,2,10,7,2,,,1,https://99aana.com/property/house-for-sale-at-sitapaila-kathmandu-6797/
"House for Sale at Kritipur, Kathmandu",Rs. 1 crore 80 lakh,sq m0-3-2-0,"Kritipur, Kathmandu",Kathmandu,3.5,9,6,2,,,,https://99aana.com/property/house-for-sale-at-kritipur-kathmandu-6795/
"House for sale at Budhanilkantha, Kathmandu",3 crore,sq m0-5-0-0,"Budhanilkantha, Kathmandu",Kathmandu,2.5,11,,,,,1,https://99aana.com/property/house-for-sale-at-budhanilkantha-kathmandu-6808/
"House for sale at Sukedhara, Kathmandu",3 crore 20 lakh,sq m0-6-0-0,"Sukedhara, Kathmandu",Kathmandu,3,,,,,,1,https://99aana.com/property/house-for-sale-at-sukedhara-kathmandu-6811/
"House for sale at Sunsari, Ithari",60 lakh,sq m10 dhur,"Sunsari, Ithari",Ithari,1.5,5,,1,,,1,https://99aana.com/property/house-for-sale-at-sunsari-ithari-9810/
"House for sale at Nagarjun, Kathmandu",1 crore 40 lakh,sq m0-4-0-0,"Nagarjun, Kathmandu",Kathmandu,2,7,,,,,1,https://99aana.com/property/house-for-sale-at-nagarjun-kathmandu-6809/
"House for sale at Bardgoriya, Kailali",65 lakh,sq m8 dhur,"Bardgoriya, Kailali",Kailali,1,3,,,,,,https://99aana.com/property/house-for-sale-at-bardgoriya-kailali-6780/
"House for sale at Thankot, Kathmandu",Negotiable,sq m0-2-2-0,"Thankot, Kathmandu",Kathmandu,2,6,,,,,,https://99aana.com/property/house-for-sale-at-thankot-kathmandu-6779/
"House for sale at Kailali, Aatariya",85 Lakh (negotiable),sq m14 dhur,"Kailali, Aatariya",Aatariya,1,9,,,,,1,https://99aana.com/property/house-for-sale-at-kailali-aatariya-6764/
House ,Rs. 3 crore 15 Lakh,sq m0-5-0-0,"Mhepi, Kathmandu",Kathmandu,2.5,12,5,4,, 1,1,https://99aana.com/property/house-for-sale-at-mhepi-kathmandu-6749/
"House for sale at Mahalaxmisthan, Lalitpur",Rs. 2 crore 50 Lakh,sq m0-7-0-0,"Mahalaxmisthan, Lalitpur",Lalitpur,2.5,6,3,1,,,1,https://99aana.com/property/house-for-sale-at-mahalaxmisthan-lalitpur-6748/
"House for sale at Sunsari,Ithari",55 lakh,sq m7.25 dhur,"Sunsari, Itahari",Itahari,1,, 3,,,,1,https://99aana.com/property/sunsari-ithari/
"House for sale at Imadol, Lalitpur",negotiable,sq m0-4-0-4,"Imadol, Lalitpur",Lalitpur,1,4, 4,,,,1,https://99aana.com/property/house-for-sale-at-imadol-lalitpur-6760/
"House for sale at Naharpur, Butwal",Rs. 1 crore 50 lakh,sq m15 dhur,"Naharpur, Butwal",Butwal,2,8,,,,,1,https://99aana.com/property/house-for-sale-at-naharpur-butwal-6732/
"House for sale at Makwanpur, Hetauda",3 crore,sq m12 Dhur,"Makwanpur, Manashchok, Hetauda",Hetauda,2.5,10,,,,,1,https://99aana.com/property/house-for-sale-at-makwanpur-hetauda-6733/
"House for sale at Chabahil, Kathmandu",Rs. 1 crore 20 Lakh,sq m0-2-0-0,"Chabahil, Kathmandu",Kathmandu,3.5,8,6,3,,1,1,https://99aana.com/property/house-for-sale-at-chabahil-kathmandu-6736/
"House for sale at sheetalnagar, devdaha-08, Rupandehi",Rs. 32 lakh,sq m11 dhur,"sheetalnagar, devdaha, Rupandehi",Rupandehi,1,4,2,1,,1,1,https://99aana.com/property/house-for-sale-at-sheetalnagar-devdaha-08-rupandehi-6699/
"House for sale at Chabahil, Kathmandu",Rs. 2 crore 30 lakh,sq m0-3-2-0,"Chabahil, Kathmandu",Kathmandu,3,,,,,,1,https://99aana.com/property/house-for-sale-at-chabahil-kathmandu-2/
"House for Sale at Kritipur, Kathmandu",Rs. 1 crore 20 Lakh,sq m0-4-0-0,"Kritipur, Kathmandu",Kathmandu,1,5,2,1,,,,https://99aana.com/property/house-for-sale-at-kritipur-kathmandu-6717/
"House for sale at Naya Colony, Sukedhara, Kathmandu","Rs.42,500,000",sq m0-6-0-0,"Naya Colony, Sukedhara, Kathmandu",Kathmandu,3,9,5,4,,1,1,https://99aana.com/property/house-for-sale-at-naya-colony-sukedhara-kathmandu/
"House for Sale at Makalbari, Kathmandu","Rs.27,000,000",sq m0-8-0-0,"Makalbari, Kathmandu",Kathmandu,1,5,3,2,,1,1,https://99aana.com/property/house-for-sale-at-makalbari-kathmandu-6704/
"House for Sale at Banasthali, Kathmandu",Rs. 2 crore 75 Lakh,sq m0-4-0-0,"Banasthali, Kathmandu",Kathmandu,3,14,7,4,,,1,https://99aana.com/property/house-for-sale-at-banasthali-kathmandu-6683/
"House for sale at Mulpani, Kathmandu",Rs. 1 crore 30 Lakh,sq m0-3-2-0,"Mulpani, Kathmandu",Kathmandu,1.5,7,4,2,,1,1,https://99aana.com/property/house-for-sale-at-mulpani-kathmandu-6681/
"House for Sale at Sukedhara, Kathmandu",Rs. 3 crore 50 Lakh,sq m0-7-0-0,"Sukedhara, Kathmandu",Kathmandu,3,10,7,3,,1,1,https://99aana.com/property/house-for-sale-at-sukedhara-kathmandu-6680/
"House for Sale at Nayabazar, Kathmandu",Rs. 2 Crore 90 Lakh (Negotiable),sq m0-2-3-1,"Nayabazar, Kathmandu",Kathmandu,3.5,10,,4,,,1,https://99aana.com/property/house-for-sale-at-nayabazar-kathmandu-6679/
"House for Sale at Tathi, Chitwan",Rs. 75 Lakh,sq m7 Dhur,"Tathi, Chitwan",Chitwan,2,6,,2,,,1,https://99aana.com/property/house-for-sale-at-tathi-chitwan-6676/
"House for Sale at Kalanki, Kathmandu",Rs. 2 Crore 70 Lakh,sq m0-4-0-0,"Kalanki, Kathmandu",Kathmandu,3.5,10,,3,,,1,https://99aana.com/property/house-for-sale-at-kalanki-kathmandu-6675/
"House for Sale at Bode, Bhaktapur","Rs.18,000,000",sq m0-3-3-0,"Bode, Bhaktapur",Bhaktapur,2.5,11,5,3,,3,1,https://99aana.com/property/house-for-sale-at-bode-bhaktapur-6667/
"House for sale at Bode, Bhaktapur",Negotiable,sq m0-2-2-0,"Bode, Bhaktapur",Bhaktapur,2.5,9,5,3,,1,1,https://99aana.com/property/house-for-sale-at-bode-bhaktapur-6665/
"House for Sale at Tahachal, Kathmandu",Rs. 1 Crore 80 Lakh (Negotiable),sq m0-3-3-0,"Tahachal, Kathmandu",Kathmandu,2.5,7,,2,,,1,https://99aana.com/property/house-for-sale-at-tahachal-kathmandu-6656/
"House for Sale at Babarmahal, Kathmandu",Rs. 1 crore 30 Lakh,sq m0-1-2-0,"Babarmahal, Kathmandu",Kathmandu,2.5,,,,,,1,https://99aana.com/property/house-for-sale-at-babarmahal-kathmandu-6644/
"House for Sale at Lokanthali, Bhaktapur",Rs. 2 crore 50 Lakh,sq m0-4-2-0,"Lokanthali, Bhaktapur",Bhaktapur,3,9,6,3,,1,1,https://99aana.com/property/house-for-sale-at-lokanthali-bhaktapur/
"House for sale at Koteshwor, Kathmandu","Rs.26,000,000",sq m0-3-0-0,"Koteshwor, Kathmandu",Kathmandu,4,12,6,4,,3,1,https://99aana.com/property/house-for-sale-at-koteshwor-kathmandu-6645/
"House for sale at Sinamangal, Kathmandu",Rs. 2 crore 50 Lakh,sq m0-3-0-0,"Sinamangal, Kathmandu",Kathmandu,3,12,7,3,,1,1,https://99aana.com/property/house-for-sale-at-sinamangal-kathmandu-6622/
"House for Sale at Pepsicola, Kathmandu",Rs. 2 Crore (Negotiable),sq m0-3-0-0,"Pepsicola, Kathmandu",Kathmandu,2.5,11,,3,,,1,https://99aana.com/property/house-for-sale-at-pepsicola-kathmandu-6640/
"House for Sale at Imadol, Lalitpur",Rs. 1 Crore 70 Lakh (Negotiable),sq m2.75 Aana,"Imadol, Lalitpur",Lalitpur,2.5,8,,3,,,1,https://99aana.com/property/house-for-sale-at-imadol-lalitpur-6639/
